"","Tree Number","Site","Seed Zone","Measurement.Year","Date Measured","Tree Height (cm)","Tree Diameter (mm)","Health","Comment","Date Planted","Temp Tree Number","New Tree Number","Year Measured","Elk Browse","Planted Growth Days","Final.Health"
"1571",179,"Renton","OR",2022,2020-05-05,87,9.5,"Alive",NA,2020-05-07,179,150,NA,"N",-2,"Dead"
"1572",179,"Renton","OR",2023,2023-04-12,87,13,"Alive",NA,2020-05-07,179,150,NA,"N",1070,"Dead"
"1573",179,"Renton","OR",2024,2024-06-18,98,13.7,"Alive",NA,2020-05-07,179,150,2024,"N",1503,"Dead"
"1574",179,"Renton","OR",2025,2025-06-12,121,16.9,"Alive",NA,2020-05-07,179,150,NA,"N",1862,"Dead"
"1575",179,"Renton","OR",2026,2026-04-30,NA,NA,"Dead",NA,2020-05-07,179,150,NA,"N",2184,"Dead"
"1576",179,"Renton","WA",2022,2020-05-05,98,9.5,"Alive",NA,2020-05-07,424,149,NA,"N",-2,"Alive"
"1577",179,"Renton","WA",2023,2023-04-12,99,10.8,"Alive",NA,2020-05-07,424,149,NA,"N",1070,"Alive"
"1578",179,"Renton","WA",2024,2024-06-18,112,13.7,"Alive",NA,2020-05-07,424,149,2024,"N",1503,"Alive"
"1579",179,"Renton","WA",2025,2025-06-12,132,17.3,"Alive",NA,2020-05-07,424,149,NA,"N",1862,"Alive"
"1580",179,"Renton","WA",2026,2026-04-30,190,31.62,"Alive","dead tree nearby",2020-05-07,424,149,NA,"N",2184,"Alive"
"1581",180,"Renton","OR",2022,2020-05-05,87,8.2,"Alive",NA,2020-05-07,180,152,NA,"N",-2,"Alive"
"1582",180,"Renton","OR",2023,2023-04-12,94,10.9,"Alive",NA,2020-05-07,180,152,NA,"N",1070,"Alive"
"1583",180,"Renton","OR",2024,2024-06-18,105,16.9,"Alive",NA,2020-05-07,180,152,NA,"N",1503,"Alive"
"1584",180,"Renton","OR",2025,2025-06-12,122,17.8,"Alive",NA,2020-05-07,180,152,NA,"N",1862,"Alive"
"1585",180,"Renton","OR",2026,2026-04-30,119,19.39,"Alive",NA,2020-05-07,180,152,NA,"N",2184,"Alive"
"1586",180,"Renton","WA",2022,2020-05-05,100,10,"Alive",NA,2020-05-07,425,151,NA,"N",-2,"Alive"
"1587",180,"Renton","WA",2023,2023-04-12,111,10.1,"Alive",NA,2020-05-07,425,151,NA,"N",1070,"Alive"
"1588",180,"Renton","WA",2024,2024-06-18,133,17.9,"Alive",NA,2020-05-07,425,151,2024,"N",1503,"Alive"
"1589",180,"Renton","WA",2025,2025-06-12,152,25.7,"Alive",NA,2020-05-07,425,151,NA,"N",1862,"Alive"
"1590",180,"Renton","WA",2026,2026-04-30,165,29.49,"Alive",NA,2020-05-07,425,151,NA,"N",2184,"Alive"
"1591",181,"Renton","OR",2022,2020-05-05,91,10.4,"Alive",NA,2020-05-07,181,153,NA,"N",-2,"Dead"
"1592",181,"Renton","OR",2023,2023-04-12,91,10.4,"Alive",NA,2020-05-07,181,153,NA,"N",1070,"Dead"
"1593",181,"Renton","OR",2024,2024-06-18,108,13.9,"Alive",NA,2020-05-07,181,153,2024,"N",1503,"Dead"
"1594",181,"Renton","OR",2025,2025-06-12,112,16.2,"Alive","Brown/rust color on leaves",2020-05-07,181,153,NA,"N",1862,"Dead"
"1595",181,"Renton","OR",2026,2026-04-30,NA,NA,"Dead",NA,2020-05-07,181,153,NA,"N",2184,"Dead"
"1596",181,"Renton","WA",2022,2020-05-05,98.5,8.4,"Alive",NA,2020-05-07,426,154,NA,"N",-2,"Alive"
"1597",181,"Renton","WA",2023,2023-04-12,109,10.6,"Alive",NA,2020-05-07,426,154,NA,"N",1070,"Alive"
"1598",181,"Renton","WA",2024,2024-06-18,150,17.6,"Alive",NA,2020-05-07,426,154,2024,"N",1503,"Alive"
"1599",181,"Renton","WA",2025,2025-06-12,175,25.7,"Alive",NA,2020-05-07,426,154,NA,"N",1862,"Alive"
"1600",181,"Renton","WA",2026,2026-04-30,178,28.31,"Alive","tag missing",2020-05-07,426,154,NA,"N",2184,"Alive"
"1601",182,"Renton","OR",2022,2020-05-05,77,8.7,"Alive",NA,2020-05-07,182,155,NA,"N",-2,"Dead"
"1602",182,"Renton","OR",2023,2023-04-12,78,17.2,"Alive",NA,2020-05-07,182,155,NA,"N",1070,"Dead"
"1603",182,"Renton","OR",2024,2024-06-18,104,16.7,"Alive",NA,2020-05-07,182,155,2024,"N",1503,"Dead"
"1604",182,"Renton","OR",2025,2025-06-12,135,21.7,"Alive",NA,2020-05-07,182,155,NA,"N",1862,"Dead"
"1605",182,"Renton","OR",2026,2026-04-30,NA,NA,"Dead",NA,2020-05-07,182,155,NA,"N",2184,"Dead"
"1606",182,"Renton","WA",2022,2020-05-05,107.5,12.5,"Alive",NA,2020-05-07,427,156,NA,"N",-2,"Alive"
"1607",182,"Renton","WA",2023,2023-04-12,115,16.3,"Alive",NA,2020-05-07,427,156,NA,"N",1070,"Alive"
"1608",182,"Renton","WA",2024,2024-06-18,178,25.9,"Alive",NA,2020-05-07,427,156,2024,"N",1503,"Alive"
"1609",182,"Renton","WA",2025,2025-06-12,233,37.6,"Alive",NA,2020-05-07,427,156,NA,"N",1862,"Alive"
"1610",182,"Renton","WA",2026,2026-04-30,252,46.24,"Alive","height estimated",2020-05-07,427,156,NA,"N",2184,"Alive"
"1611",183,"Renton","OR",2022,2020-05-05,67,9.4,"Alive",NA,2020-05-07,183,157,NA,"N",-2,"Alive"
"1612",183,"Renton","OR",2023,2023-04-12,78,12,"Alive",NA,2020-05-07,183,157,NA,"N",1070,"Alive"
"1613",183,"Renton","OR",2024,2024-06-18,87,14.7,"Alive","Brown bottom half",2020-05-07,183,157,2024,"N",1503,"Alive"
"1614",183,"Renton","OR",2025,2025-06-12,91,15.6,"Alive","Yellowing",2020-05-07,183,157,NA,"N",1862,"Alive"
"1615",183,"Renton","OR",2026,2026-04-30,90,15.92,"Alive","Dying, yellowing",2020-05-07,183,157,NA,"N",2184,"Alive"
"1616",183,"Renton","WA",2022,2020-05-05,88.5,10.5,"Alive",NA,2020-05-07,428,158,NA,"N",-2,"Alive"
"1617",183,"Renton","WA",2023,2023-04-12,87,11.9,"Alive",NA,2020-05-07,428,158,NA,"N",1070,"Alive"
"1618",183,"Renton","WA",2024,2024-06-18,148,23.2,"Alive",NA,2020-05-07,428,158,2024,"N",1503,"Alive"
"1619",183,"Renton","WA",2025,2025-06-12,205,35.6,"Alive",NA,2020-05-07,428,158,NA,"N",1862,"Alive"
"1620",183,"Renton","WA",2026,2026-04-30,230,42.15,"Alive",NA,2020-05-07,428,158,NA,"N",2184,"Alive"
"1621",184,"Renton","OR",2022,2020-05-05,97,9,"Alive",NA,2020-05-07,184,159,NA,"N",-2,"Alive"
"1622",184,"Renton","OR",2023,2023-04-12,103,14.6,"Alive",NA,2020-05-07,184,159,NA,"N",1070,"Alive"
"1623",184,"Renton","OR",2024,2024-06-18,111,12.1,"Alive",NA,2020-05-07,184,159,2024,"N",1503,"Alive"
"1624",184,"Renton","OR",2025,2025-06-12,123,12.6,"Alive",NA,2020-05-07,184,159,NA,"N",1862,"Alive"
"1625",184,"Renton","OR",2026,2026-04-30,125,15.32,"Alive",NA,2020-05-07,184,159,NA,"N",2184,"Alive"
"1626",184,"Renton","WA",2022,2020-05-05,98.5,11.4,"Alive",NA,2020-05-07,429,160,NA,"N",-2,"Alive"
"1627",184,"Renton","WA",2023,2023-04-12,111,21,"Alive",NA,2020-05-07,429,160,NA,"N",1070,"Alive"
"1628",184,"Renton","WA",2024,2024-06-18,160,22.7,"Alive",NA,2020-05-07,429,160,2024,"N",1503,"Alive"
"1629",184,"Renton","WA",2025,2025-06-12,228,33.2,"Alive",NA,2020-05-07,429,160,NA,"N",1862,"Alive"
"1630",184,"Renton","WA",2026,2026-04-30,246,42.82,"Alive",NA,2020-05-07,429,160,NA,"N",2184,"Alive"
"1631",185,"Renton","OR",2022,2020-05-05,71,9.5,"Alive",NA,2020-05-07,185,161,NA,"N",-2,"Alive"
"1632",185,"Renton","OR",2023,2023-04-12,79,9.7,"Alive",NA,2020-05-07,185,161,NA,"N",1070,"Alive"
"1633",185,"Renton","OR",2024,2024-06-18,99,13.4,"Alive",NA,2020-05-07,185,161,2024,"N",1503,"Alive"
"1634",185,"Renton","OR",2025,2025-06-12,129,19.7,"Alive",NA,2020-05-07,185,161,NA,"N",1862,"Alive"
"1635",185,"Renton","OR",2026,2026-04-30,136,22.43,"Alive","brown leaf tips",2020-05-07,185,161,NA,"N",2184,"Alive"
"1636",185,"Renton","WA",2022,2020-05-05,86.5,9.6,"Alive",NA,2020-05-07,430,NA,NA,"N",-2,"Dead"
"1637",185,"Renton","WA",2023,2023-04-12,89,8.8,"Dead",NA,2020-05-07,430,NA,NA,"N",1070,"Dead"
"1638",185,"Renton","WA",2024,2024-06-18,NA,NA,"Dead",NA,2020-05-07,430,NA,2024,"N",1503,"Dead"
"1639",185,"Renton","WA",2025,2025-06-12,NA,NA,"Dead",NA,2020-05-07,430,NA,NA,"N",1862,"Dead"
"1640",186,"Renton","OR",2022,2020-05-05,89,9.3,"Alive",NA,2020-05-07,186,162,NA,"N",-2,"Alive"
"1641",186,"Renton","OR",2023,2023-04-12,101,11.3,"Alive",NA,2020-05-07,186,162,NA,"N",1070,"Alive"
"1642",186,"Renton","OR",2024,2024-06-18,119,13.2,"Alive",NA,2020-05-07,186,162,2024,"N",1503,"Alive"
"1643",186,"Renton","OR",2025,2025-06-12,135,16,"Alive",NA,2020-05-07,186,162,NA,"N",1862,"Alive"
"1644",186,"Renton","OR",2026,2026-04-30,135,18.44,"Alive","epicormic sprouting",2020-05-07,186,162,NA,"N",2184,"Alive"
"1645",186,"Renton","WA",2022,2020-05-05,105.5,11,"Alive",NA,2020-05-07,431,164,NA,"N",-2,"Alive"
"1646",186,"Renton","WA",2023,2023-04-12,106,14.6,"Alive",NA,2020-05-07,431,164,NA,"N",1070,"Alive"
"1647",186,"Renton","WA",2024,2024-06-18,129,13.5,"Alive",NA,2020-05-07,431,164,2024,"N",1503,"Alive"
"1648",186,"Renton","WA",2025,2025-06-12,160,16.2,"Alive",NA,2020-05-07,431,164,NA,"N",1862,"Alive"
"1649",186,"Renton","WA",2026,2026-04-30,166,21.46,"Alive",NA,2020-05-07,431,164,NA,"N",2184,"Alive"
"1650",187,"Renton","OR",2022,2020-05-05,75,9,"Alive","two tops",2020-05-07,187,163,NA,"N",-2,"Alive"
"1651",187,"Renton","OR",2023,2023-04-12,84,11.4,"Alive",NA,2020-05-07,187,163,NA,"N",1070,"Alive"
"1652",187,"Renton","OR",2024,2024-06-18,118,16.6,"Alive",NA,2020-05-07,187,163,2024,"N",1503,"Alive"
"1653",187,"Renton","OR",2025,2025-06-12,159,21.3,"Alive",NA,2020-05-07,187,163,NA,"N",1862,"Alive"
"1654",187,"Renton","OR",2026,2026-04-30,173,25.78,"Alive",NA,2020-05-07,187,163,NA,"N",2184,"Alive"
"1655",187,"Renton","WA",2022,2020-05-05,108,12.4,"Alive",NA,2020-05-07,432,166,NA,"N",-2,"Alive"
"1656",187,"Renton","WA",2023,2023-04-12,105,14.3,"Alive",NA,2020-05-07,432,166,NA,"N",1070,"Alive"
"1657",187,"Renton","WA",2024,2024-06-18,126,17.6,"Alive",NA,2020-05-07,432,166,2024,"N",1503,"Alive"
"1658",187,"Renton","WA",2025,2025-06-12,157,22.2,"Alive",NA,2020-05-07,432,166,NA,"N",1862,"Alive"
"1659",187,"Renton","WA",2026,2026-04-30,164,23.79,"Alive","brown leaf tips",2020-05-07,432,166,NA,"N",2184,"Alive"
"1660",188,"Renton","OR",2022,2020-05-05,71,8.7,"Alive",NA,2020-05-07,188,165,NA,"N",-2,"Alive"
"1661",188,"Renton","OR",2023,2023-04-12,70,10.4,"Alive",NA,2020-05-07,188,165,NA,"N",1070,"Alive"
"1662",188,"Renton","OR",2024,2024-06-18,86,13.1,"Alive",NA,2020-05-07,188,165,2024,"N",1503,"Alive"
"1663",188,"Renton","OR",2025,2025-06-12,97,13,"Alive",NA,2020-05-07,188,165,NA,"N",1862,"Alive"
"1664",188,"Renton","OR",2026,2026-04-30,102,17.61,"Alive","epicormic sprouting, yellowing at bottom",2020-05-07,188,165,NA,"N",2184,"Alive"
"1665",188,"Renton","WA",2022,2020-05-05,89,12.5,"Alive",NA,2020-05-07,433,168,NA,"N",-2,"Alive"
"1666",188,"Renton","WA",2023,2023-04-12,98,12.7,"Alive",NA,2020-05-07,433,168,NA,"N",1070,"Alive"
"1667",188,"Renton","WA",2024,2024-06-18,99,16.4,"Alive","Dead top 1/2",2020-05-07,433,168,2024,"N",1503,"Alive"
"1668",188,"Renton","WA",2025,2025-06-12,65,15.3,"Alive","Browsed",2020-05-07,433,168,NA,"Y",1862,"Alive"
"1669",188,"Renton","WA",2026,2026-04-30,72,19.61,"Alive","New lead",2020-05-07,433,168,NA,"N",2184,"Alive"
"1670",189,"Renton","OR",2022,2020-05-05,82,9.6,"Alive",NA,2020-05-07,189,167,NA,"N",-2,"Dead"
"1671",189,"Renton","OR",2023,2023-04-12,84,10.3,"Alive",NA,2020-05-07,189,167,NA,"N",1070,"Dead"
"1672",189,"Renton","OR",2024,2024-06-18,56,10.6,"Alive","Browsed top 1/2",2020-05-07,189,167,2024,"Y",1503,"Dead"
"1673",189,"Renton","OR",2025,2025-06-12,43,10.4,"Alive","Top Severly browsed/no tag",2020-05-07,189,167,NA,"Y",1862,"Dead"
"1674",189,"Renton","OR",2026,2026-04-30,NA,NA,"Dead",NA,2020-05-07,189,167,NA,"N",2184,"Dead"
"1675",189,"Renton","WA",2022,2020-05-05,88,10.8,"Alive",NA,2020-05-07,434,171,NA,"N",-2,"Alive"
"1676",189,"Renton","WA",2023,2023-04-12,93,11.5,"Alive",NA,2020-05-07,434,171,NA,"N",1070,"Alive"
"1677",189,"Renton","WA",2024,2024-06-18,113,14.4,"Alive",NA,2020-05-07,434,171,2024,"N",1503,"Alive"
"1678",189,"Renton","WA",2025,2025-06-12,132,18.4,"Alive",NA,2020-05-07,434,171,NA,"N",1862,"Alive"
"1679",189,"Renton","WA",2026,2026-04-30,136,19.07,"Alive",NA,2020-05-07,434,171,NA,"N",2184,"Alive"
"1680",190,"Renton","OR",2022,2020-05-05,79,7.8,"Alive",NA,2020-05-07,190,169,NA,"N",-2,"Dead"
"1681",190,"Renton","OR",2023,2023-04-12,76,7.6,"Alive",NA,2020-05-07,190,169,NA,"N",1070,"Dead"
"1682",190,"Renton","OR",2024,2024-06-18,43,8.7,"Alive","Browsed top 1/2",2020-05-07,190,169,2024,"Y",1503,"Dead"
"1683",190,"Renton","OR",2025,2025-06-12,44,7.9,"Alive","Severly browsed, no tag",2020-05-07,190,169,NA,"Y",1862,"Dead"
"1684",190,"Renton","OR",2026,2026-04-30,NA,NA,"Dead",NA,2020-05-07,190,169,NA,"N",2184,"Dead"
"1685",190,"Renton","WA",2022,2020-05-05,108,13,"Alive",NA,2020-05-07,435,176,NA,"N",-2,"Alive"
"1686",190,"Renton","WA",2023,2023-04-12,117,17.9,"Alive",NA,2020-05-07,435,176,NA,"N",1070,"Alive"
"1687",190,"Renton","WA",2024,2024-06-18,150,18.7,"Alive",NA,2020-05-07,435,176,2024,"N",1503,"Alive"
"1688",190,"Renton","WA",2025,2025-06-12,178,26.7,"Alive",NA,2020-05-07,435,176,NA,"N",1862,"Alive"
"1689",190,"Renton","WA",2026,2026-04-30,191,32.29,"Alive",NA,2020-05-07,435,176,NA,"N",2184,"Alive"
"1690",191,"Renton","OR",2022,2020-05-05,73,6.7,"Alive",NA,2020-05-07,191,170,NA,"N",-2,"Alive"
"1691",191,"Renton","OR",2023,2023-04-12,93,10.4,"Alive",NA,2020-05-07,191,170,NA,"N",1070,"Alive"
"1692",191,"Renton","OR",2024,2024-06-18,43,11.4,"Alive","Browsed top half",2020-05-07,191,170,2024,"Y",1503,"Alive"
"1693",191,"Renton","OR",2025,2025-06-12,46,10.9,"Alive","browsed",2020-05-07,191,170,NA,"Y",1862,"Alive"
"1694",191,"Renton","OR",2026,2026-04-30,44,10.13,"Alive","top eaten, new lead",2020-05-07,191,170,NA,"N",2184,"Alive"
"1695",191,"Renton","WA",2022,2020-05-05,100,9.6,"Alive",NA,2020-05-07,436,178,NA,"N",-2,"Alive"
"1696",191,"Renton","WA",2023,2023-04-12,112,11,"Alive",NA,2020-05-07,436,178,NA,"N",1070,"Alive"
"1697",191,"Renton","WA",2024,2024-06-18,129,14.4,"Alive",NA,2020-05-07,436,178,2024,"N",1503,"Alive"
"1698",191,"Renton","WA",2025,2025-06-12,148,16.4,"Alive","No tag",2020-05-07,436,178,NA,"N",1862,"Alive"
"1699",191,"Renton","WA",2026,2026-04-30,151,20.46,"Alive","missing tag, yellowing",2020-05-07,436,178,NA,"N",2184,"Alive"
"1700",192,"Renton","OR",2022,2020-05-05,90.5,10.5,"Alive",NA,2020-05-07,192,172,NA,"N",-2,"Alive"
"1701",192,"Renton","OR",2023,2023-04-12,92,16.8,"Alive",NA,2020-05-07,192,172,NA,"N",1070,"Alive"
"1702",192,"Renton","OR",2024,2024-06-18,113,17.1,"Alive",NA,2020-05-07,192,172,2024,"N",1503,"Alive"
"1703",192,"Renton","OR",2025,2025-06-12,139,20.7,"Alive",NA,2020-05-07,192,172,NA,"N",1862,"Alive"
"1704",192,"Renton","OR",2026,2026-04-30,142,24.83,"Alive","epicormic sprouting",2020-05-07,192,172,NA,"N",2184,"Alive"
"1705",192,"Renton","WA",2022,2020-05-05,98.5,11.5,"Alive",NA,2020-05-07,437,180,NA,"N",-2,"Alive"
"1706",192,"Renton","WA",2023,2023-04-12,109,14.7,"Alive",NA,2020-05-07,437,180,NA,"N",1070,"Alive"
"1707",192,"Renton","WA",2024,2024-06-18,129,22.8,"Alive",NA,2020-05-07,437,180,2024,"N",1503,"Alive"
"1708",192,"Renton","WA",2025,2025-06-12,157,28.6,"Alive",NA,2020-05-07,437,180,NA,"N",1862,"Alive"
"1709",192,"Renton","WA",2026,2026-04-30,157,31.85,"Alive",NA,2020-05-07,437,180,NA,"N",2184,"Alive"
"1710",193,"Renton","OR",2022,2020-05-05,96.5,10,"Alive",NA,2020-05-07,193,173,NA,"N",-2,"Alive"
"1711",193,"Renton","OR",2023,2023-04-12,95,11.1,"Alive",NA,2020-05-07,193,173,NA,"N",1070,"Alive"
"1712",193,"Renton","OR",2024,2024-06-18,49,12.7,"Alive","Browsed top 1/2",2020-05-07,193,173,2024,"Y",1503,"Alive"
"1713",193,"Renton","OR",2025,2025-06-12,50,14.5,"Alive","Browsed/flagging",2020-05-07,193,173,NA,"Y",1862,"Alive"
"1714",193,"Renton","OR",2026,2026-04-30,59,16.6,"Alive","top eaten, new lead",2020-05-07,193,173,NA,"N",2184,"Alive"
"1715",193,"Renton","WA",2022,2020-05-05,67,10,"Alive",NA,2020-05-07,438,181,NA,"N",-2,"Alive"
"1716",193,"Renton","WA",2023,2023-04-12,68,10.1,"Alive",NA,2020-05-07,438,181,NA,"N",1070,"Alive"
"1717",193,"Renton","WA",2024,2024-06-18,129,22.8,"Alive",NA,2020-05-07,438,181,2024,"N",1503,"Alive"
"1718",193,"Renton","WA",2025,2025-06-12,174,29.5,"Alive",NA,2020-05-07,438,181,NA,"N",1862,"Alive"
"1719",193,"Renton","WA",2026,2026-04-30,184,34.13,"Alive",NA,2020-05-07,438,181,NA,"N",2184,"Alive"
"1720",194,"Renton","OR",2022,2020-05-05,91,8.5,"Alive",NA,2020-05-07,194,174,NA,"N",-2,"Dead"
"1721",194,"Renton","OR",2023,2023-04-12,92,11.6,"Alive",NA,2020-05-07,194,174,NA,"N",1070,"Dead"
"1722",194,"Renton","OR",2024,2024-06-18,44,14.5,"Alive","Browsed top 1/2",2020-05-07,194,174,2024,"Y",1503,"Dead"
"1723",194,"Renton","OR",2025,2025-06-12,45,11.4,"Dead","Browsed",2020-05-07,194,174,NA,"Y",1862,"Dead"
"1724",194,"Renton","OR",2026,2026-04-30,NA,NA,"Dead",NA,2020-05-07,194,174,NA,"N",2184,"Dead"
"1725",194,"Renton","WA",2022,2020-05-05,82,8.3,"Alive",NA,2020-05-07,439,183,NA,"N",-2,"Alive"
"1726",194,"Renton","WA",2023,2023-04-12,87,9,"Alive",NA,2020-05-07,439,183,NA,"N",1070,"Alive"
"1727",194,"Renton","WA",2024,2024-06-18,48,10,"Alive","Browsed top 1/2",2020-05-07,439,183,2024,"Y",1503,"Alive"
"1728",194,"Renton","WA",2025,2025-06-12,50,11.3,"Alive","Browsed",2020-05-07,439,183,NA,"Y",1862,"Alive"
"1729",194,"Renton","WA",2026,2026-04-30,52,11.91,"Alive","top eaten, new lead",2020-05-07,439,183,NA,"N",2184,"Alive"
"1730",195,"Renton","OR",2022,2020-05-05,71,9,"Alive",NA,2020-05-07,195,175,NA,"N",-2,"Dead"
"1731",195,"Renton","OR",2023,2023-04-12,80,12.9,"Alive",NA,2020-05-07,195,175,NA,"N",1070,"Dead"
"1732",195,"Renton","OR",2024,2024-06-18,43,13.5,"Alive","Browsed top 1/2",2020-05-07,195,175,2024,"Y",1503,"Dead"
"1733",195,"Renton","OR",2025,2025-06-12,45,15.3,"Alive","Browsed",2020-05-07,195,175,NA,"Y",1862,"Dead"
"1734",195,"Renton","OR",2026,2026-04-30,NA,NA,"Dead",NA,2020-05-07,195,175,NA,"N",2184,"Dead"
"1735",195,"Renton","WA",2022,2020-05-05,103,10.4,"Alive",NA,2020-05-07,440,185,NA,"N",-2,"Alive"
"1736",195,"Renton","WA",2023,2023-04-12,105,14,"Alive",NA,2020-05-07,440,185,NA,"N",1070,"Alive"
"1737",195,"Renton","WA",2024,2024-06-18,120,15.2,"Alive",NA,2020-05-07,440,185,2024,"N",1503,"Alive"
"1738",195,"Renton","WA",2025,2025-06-12,149,18.8,"Alive","Same side as 183",2020-05-07,440,185,NA,"N",1862,"Alive"
"1739",195,"Renton","WA",2026,2026-04-30,158,27.36,"Alive","tag missing",2020-05-07,440,185,NA,"N",2184,"Alive"
"1740",196,"Renton","OR",2022,2020-05-05,81,11,"Alive",NA,2020-05-07,196,177,NA,"N",-2,"Alive"
"1741",196,"Renton","OR",2023,2023-04-12,89,12,"Alive",NA,2020-05-07,196,177,NA,"N",1070,"Alive"
"1742",196,"Renton","OR",2024,2024-06-18,46,14.8,"Alive","Browsed top 1/2",2020-05-07,196,177,2024,"Y",1503,"Alive"
"1743",196,"Renton","OR",2025,2025-06-12,51,16.9,"Alive","Browsed",2020-05-07,196,177,NA,"Y",1862,"Alive"
"1744",196,"Renton","OR",2026,2026-04-30,50,21.92,"Alive","top eaten",2020-05-07,196,177,NA,"N",2184,"Alive"
"1745",196,"Renton","WA",2022,2020-05-05,104.5,11.4,"Alive",NA,2020-05-07,441,187,NA,"N",-2,"Alive"
"1746",196,"Renton","WA",2023,2023-04-12,111,12.4,"Alive",NA,2020-05-07,441,187,NA,"N",1070,"Alive"
"1747",196,"Renton","WA",2024,2024-06-18,136,21.8,"Alive",NA,2020-05-07,441,187,2024,"N",1503,"Alive"
"1748",196,"Renton","WA",2025,2025-06-12,177,28.7,"Alive",NA,2020-05-07,441,187,NA,"N",1862,"Alive"
"1749",196,"Renton","WA",2026,2026-04-30,194,35.36,"Alive",NA,2020-05-07,441,187,NA,"N",2184,"Alive"
"1750",197,"Renton","OR",2022,2020-05-05,81,12,"Alive","two tops",2020-05-07,197,179,NA,"N",-2,"Alive"
"1751",197,"Renton","OR",2023,2023-04-12,88,15,"Alive",NA,2020-05-07,197,179,NA,"N",1070,"Alive"
"1752",197,"Renton","OR",2024,2024-06-18,50,14.4,"Alive","Browsed top 1/2",2020-05-07,197,179,2024,"Y",1503,"Alive"
"1753",197,"Renton","OR",2025,2025-06-12,61,16.6,"Alive","Browsed",2020-05-07,197,179,NA,"Y",1862,"Alive"
"1754",197,"Renton","OR",2026,2026-04-30,61,22.29,"Alive","top eaten, new lead",2020-05-07,197,179,NA,"N",2184,"Alive"
"1755",197,"Renton","WA",2022,2020-05-05,88,11.2,"Alive",NA,2020-05-07,442,189,NA,"N",-2,"Alive"
"1756",197,"Renton","WA",2023,2023-04-12,90,11.4,"Alive",NA,2020-05-07,442,189,NA,"N",1070,"Alive"
"1757",197,"Renton","WA",2024,2024-06-18,125,15.8,"Alive",NA,2020-05-07,442,189,2024,"N",1503,"Alive"
"1758",197,"Renton","WA",2025,2025-06-12,166,25.5,"Alive",NA,2020-05-07,442,189,NA,"N",1862,"Alive"
"1759",197,"Renton","WA",2026,2026-04-30,187,32.2,"Alive","tag missing",2020-05-07,442,189,NA,"N",2184,"Alive"
"1760",198,"Renton","OR",2022,2020-05-05,95,11,"Alive",NA,2020-05-07,198,182,NA,"N",-2,"Alive"
"1761",198,"Renton","OR",2023,2023-04-12,91,13.3,"Alive",NA,2020-05-07,198,182,NA,"N",1070,"Alive"
"1762",198,"Renton","OR",2024,2024-06-18,42,12.9,"Alive","Browsed top half",2020-05-07,198,182,2024,"Y",1503,"Alive"
"1763",198,"Renton","OR",2025,2025-06-12,61,15.3,"Alive",NA,2020-05-07,198,182,NA,"N",1862,"Alive"
"1764",198,"Renton","OR",2026,2026-04-30,65,15.09,"Alive","top eaten, new lead",2020-05-07,198,182,NA,"N",2184,"Alive"
"1765",198,"Renton","WA",2022,2020-05-05,90.5,9.7,"Alive",NA,2020-05-07,443,NA,NA,"N",-2,"Dead"
"1766",198,"Renton","WA",2023,2023-04-12,96,9.8,"Dead",NA,2020-05-07,443,NA,NA,"N",1070,"Dead"
"1767",198,"Renton","WA",2024,2024-06-18,NA,NA,"Dead",NA,2020-05-07,443,NA,2024,"N",1503,"Dead"
"1768",198,"Renton","WA",2025,2025-06-12,NA,NA,"Dead",NA,2020-05-07,443,NA,NA,"N",1862,"Dead"
"1769",199,"Renton","OR",2022,2020-05-05,69,6.8,"Alive","two tops",2020-05-07,199,184,NA,"N",-2,"Dead"
"1770",199,"Renton","OR",2023,2023-04-12,80,11.6,"Alive",NA,2020-05-07,199,184,NA,"N",1070,"Dead"
"1771",199,"Renton","OR",2024,2024-06-18,84,10.9,"Alive","Yellow/browning bottom half",2020-05-07,199,184,2024,"N",1503,"Dead"
"1772",199,"Renton","OR",2025,2025-06-12,NA,NA,"Dead","Missing/presumed dead",2020-05-07,199,184,NA,"N",1862,"Dead"
"1773",199,"Renton","OR",2026,2026-04-30,NA,NA,"Dead","missing, cage found",2020-05-07,199,184,NA,"N",2184,"Dead"
"1774",199,"Renton","WA",2022,2020-05-05,103,11.2,"Alive",NA,2020-05-07,444,NA,NA,"N",-2,"Dead"
"1775",199,"Renton","WA",2023,2023-04-12,103,10.5,"Dead",NA,2020-05-07,444,NA,NA,"N",1070,"Dead"
"1776",199,"Renton","WA",2024,2024-06-18,NA,NA,"Dead",NA,2020-05-07,444,NA,2024,"N",1503,"Dead"
"1777",199,"Renton","WA",2025,2025-06-12,NA,NA,"Dead",NA,2020-05-07,444,NA,NA,"N",1862,"Dead"
"1778",200,"Renton","OR",2022,2020-05-05,94,8.5,"Alive",NA,2020-05-07,200,186,NA,"N",-2,"Alive"
"1779",200,"Renton","OR",2023,2023-04-12,101,14,"Alive",NA,2020-05-07,200,186,NA,"N",1070,"Alive"
"1780",200,"Renton","OR",2024,2024-06-18,51,13.1,"Alive","Browsed bottom 1/2",2020-05-07,200,186,2024,"Y",1503,"Alive"
"1781",200,"Renton","OR",2025,2025-06-12,78,15.1,"Alive","Browsed",2020-05-07,200,186,NA,"Y",1862,"Alive"
"1782",200,"Renton","OR",2026,2026-04-30,83,14.4,"Alive",NA,2020-05-07,200,186,NA,"N",2184,"Alive"
